TaskID,PersonID,MatchScore,Assigned,Title,Description,StoryPoints,RequiredSkills,Priority,Sprint,EstimatedHours,Name,Role,Skills,MaxHoursPerWeek,TimeZone,SleepingPoint,Availability
T0148,P003,0.22,0,Task 148,Implement feature 148,1,CI/CD,High,2,8,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0128,P003,0.52,0,Task 128,Implement feature 128,8,"Django, SQL",Low,2,16,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0012,P003,0.22,0,Task 12,Implement feature 12,5,"Selenium, Git",Critical,5,19,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0108,P003,0.42,0,Task 108,Implement feature 108,2,"React, Agile, SQL",Medium,1,18,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0142,P003,0.42,0,Task 142,Implement feature 142,7,"Agile, SQL, Python",Low,4,17,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0041,P003,0.22,0,Task 41,Implement feature 41,7,"Selenium, SQL, Kubernetes",High,5,8,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0044,P003,0.22,0,Task 44,Implement feature 44,8,"CI/CD, Kubernetes, Git",Critical,2,20,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0007,P003,0.42,0,Task 7,Implement feature 7,4,"Kubernetes, Node.js, Django",Medium,5,18,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0036,P003,0.52,0,Task 36,Implement feature 36,7,"Kubernetes, Agile",High,1,7,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0116,P003,0.22,0,Task 116,Implement feature 116,1,"Python, Git",Medium,5,14,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0100,P003,0.22,0,Task 100,Implement feature 100,9,Git,Critical,3,9,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0057,P003,0.22,0,Task 57,Implement feature 57,6,"SQL, Git, React",High,4,17,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0042,P003,0.22,0,Task 42,Implement feature 42,11,SQL,Critical,2,13,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0010,P003,0.82,1,Task 10,Implement feature 10,3,Django,Critical,4,19,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0011,P003,0.22,0,Task 11,Implement feature 11,1,SQL,Medium,4,4,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0001,P003,0.52,0,Task 1,Implement feature 1,4,"React, Agile",Medium,1,6,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0049,P003,0.52,0,Task 49,Implement feature 49,13,"Django, Python",Critical,1,11,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0104,P003,0.22,0,Task 104,Implement feature 104,9,"Node.js, SQL",Low,5,18,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0050,P003,0.22,0,Task 50,Implement feature 50,3,Git,Critical,5,14,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0005,P003,0.22,0,Task 5,Implement feature 5,11,Node.js,Critical,3,17,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0014,P003,0.42,0,Task 14,Implement feature 14,10,"Kubernetes, React, Agile",Critical,5,20,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0082,P003,0.42,0,Task 82,Implement feature 82,12,"Django, Kubernetes, Node.js",Medium,2,10,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0084,P003,0.22,0,Task 84,Implement feature 84,1,"Python, Selenium",Medium,3,5,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0119,P003,0.22,0,Task 119,Implement feature 119,6,"Node.js, Kubernetes, SQL",Critical,5,5,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0053,P003,0.42,0,Task 53,Implement feature 53,2,"Django, Selenium, Git",High,2,12,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0126,P003,0.22,0,Task 126,Implement feature 126,11,"React, Git, Selenium",Medium,1,18,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0077,P003,0.82,1,Task 77,Implement feature 77,12,Django,Critical,4,11,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0081,P003,0.22,0,Task 81,Implement feature 81,5,"Git, Selenium",High,2,7,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0033,P003,0.22,0,Task 33,Implement feature 33,7,Node.js,Low,4,11,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0134,P003,0.42,0,Task 134,Implement feature 134,5,"Agile, Selenium, Python",Critical,3,14,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0072,P003,0.22,0,Task 72,Implement feature 72,3,"Git, Python, SQL",High,5,19,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0138,P003,0.42,0,Task 138,Implement feature 138,10,"Django, Git, React",High,5,11,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0092,P003,0.82,1,Task 92,Implement feature 92,2,Agile,Medium,1,17,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0047,P003,0.22,0,Task 47,Implement feature 47,8,"CI/CD, Node.js",Critical,5,10,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0069,P003,0.22,0,Task 69,Implement feature 69,11,Selenium,Low,5,5,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0051,P003,0.52,0,Task 51,Implement feature 51,7,"CI/CD, Agile",Critical,2,19,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0068,P003,0.22,0,Task 68,Implement feature 68,7,"CI/CD, SQL",Medium,1,11,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0118,P003,0.22,0,Task 118,Implement feature 118,8,"Python, Node.js",High,3,16,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0090,P003,0.42,0,Task 90,Implement feature 90,5,"SQL, Git, Agile",Critical,3,5,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0137,P003,0.22,0,Task 137,Implement feature 137,10,"Kubernetes, Selenium",Critical,3,7,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0056,P003,0.22,0,Task 56,Implement feature 56,4,"Git, SQL, React",Critical,4,4,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0066,P003,0.52,0,Task 66,Implement feature 66,8,"Node.js, Django",High,3,9,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0021,P003,0.22,0,Task 21,Implement feature 21,9,Git,High,5,20,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0024,P003,0.42,0,Task 24,Implement feature 24,11,"Django, Kubernetes, CI/CD",High,5,19,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0076,P003,0.22,0,Task 76,Implement feature 76,9,"Selenium, CI/CD",Low,5,10,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0061,P003,0.22,0,Task 61,Implement feature 61,3,SQL,Critical,2,5,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0031,P003,0.22,0,Task 31,Implement feature 31,13,Python,Medium,4,4,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0127,P003,0.22,0,Task 127,Implement feature 127,11,"CI/CD, Selenium",Critical,3,18,Person_3,Scrum Master,"Agile, Django",30,UTC-5,0.45,0.64
T0079,P004,0.82,1,Task 79,Implement feature 79,12,SQL,Medium,3,15,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0115,P004,0.82,1,Task 115,Implement feature 115,1,SQL,High,4,16,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0054,P004,0.22,0,Task 54,Implement feature 54,2,"Kubernetes, Agile",Medium,2,11,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0039,P004,0.52,0,Task 39,Implement feature 39,1,"React, SQL",Medium,3,17,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0112,P004,0.22,0,Task 112,Implement feature 112,5,"Kubernetes, Agile",Low,3,13,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0110,P004,0.22,0,Task 110,Implement feature 110,4,"Git, CI/CD",Critical,5,8,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0009,P004,0.22,0,Task 9,Implement feature 9,13,Git,Low,1,4,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0032,P004,0.22,0,Task 32,Implement feature 32,13,Kubernetes,Critical,2,12,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0003,P004,0.22,0,Task 3,Implement feature 3,11,Selenium,Critical,2,8,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0150,P004,0.22,0,Task 150,Implement feature 150,1,"Django, Kubernetes",Medium,3,5,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0065,P004,0.22,0,Task 65,Implement feature 65,1,Django,Medium,2,8,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0139,P004,0.22,0,Task 139,Implement feature 139,11,"Node.js, Git, Selenium",Critical,1,8,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0143,P004,0.22,0,Task 143,Implement feature 143,4,"React, Kubernetes",Critical,4,11,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0085,P004,0.22,0,Task 85,Implement feature 85,5,Agile,Medium,4,7,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0028,P004,0.42,0,Task 28,Implement feature 28,6,"Python, Agile, React",Medium,4,8,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0070,P004,0.52,0,Task 70,Implement feature 70,11,"Agile, SQL",High,1,20,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0004,P004,0.22,0,Task 4,Implement feature 4,13,"CI/CD, Git, Django",Critical,4,10,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0015,P004,0.22,0,Task 15,Implement feature 15,9,React,Low,2,6,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0037,P004,0.52,0,Task 37,Implement feature 37,1,"Python, Selenium",Low,5,17,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0019,P004,0.22,0,Task 19,Implement feature 19,8,React,Low,1,10,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0071,P004,0.42,0,Task 71,Implement feature 71,8,"Kubernetes, React, SQL",Low,4,15,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0122,P004,0.22,0,Task 122,Implement feature 122,6,"React, Selenium",High,4,8,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0107,P004,0.22,0,Task 107,Implement feature 107,11,"Git, Node.js, React",Medium,2,13,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0008,P004,0.82,1,Task 8,Implement feature 8,3,SQL,High,4,11,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0006,P004,0.22,0,Task 6,Implement feature 6,11,"Git, React",Low,1,16,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0063,P004,0.52,0,Task 63,Implement feature 63,5,"Selenium, SQL",Low,4,4,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0141,P004,0.22,0,Task 141,Implement feature 141,3,Agile,Critical,4,15,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0043,P004,0.22,0,Task 43,Implement feature 43,5,"Agile, React",High,2,17,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0148,P004,0.22,0,Task 148,Implement feature 148,1,CI/CD,High,2,8,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0128,P004,0.52,0,Task 128,Implement feature 128,8,"Django, SQL",Low,2,16,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0097,P004,0.22,0,Task 97,Implement feature 97,12,"Node.js, Git",High,4,12,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0012,P004,0.22,0,Task 12,Implement feature 12,5,"Selenium, Git",Critical,5,19,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0108,P004,0.42,0,Task 108,Implement feature 108,2,"React, Agile, SQL",Medium,1,18,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0136,P004,0.42,0,Task 136,Implement feature 136,1,"Kubernetes, Node.js, SQL",High,5,7,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0074,P004,0.22,0,Task 74,Implement feature 74,10,"Django, Git",Critical,3,4,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0142,P004,0.62,0,Task 142,Implement feature 142,7,"Agile, SQL, Python",Low,4,17,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0041,P004,0.42,0,Task 41,Implement feature 41,7,"Selenium, SQL, Kubernetes",High,5,8,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0101,P004,0.42,0,Task 101,Implement feature 101,8,"SQL, Git, Node.js",High,4,14,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0087,P004,0.52,0,Task 87,Implement feature 87,5,"Python, React",Critical,1,6,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0116,P004,0.52,0,Task 116,Implement feature 116,1,"Python, Git",Medium,5,14,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0058,P004,0.22,0,Task 58,Implement feature 58,4,"Agile, Django, Git",High,4,19,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0057,P004,0.42,0,Task 57,Implement feature 57,6,"SQL, Git, React",High,4,17,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0144,P004,0.22,0,Task 144,Implement feature 144,9,"Node.js, Kubernetes",High,1,16,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0035,P004,0.22,0,Task 35,Implement feature 35,7,Django,High,3,6,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0020,P004,0.42,0,Task 20,Implement feature 20,2,"Selenium, Python, Kubernetes",Medium,3,13,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0083,P004,0.22,0,Task 83,Implement feature 83,2,"Git, Selenium, Agile",Medium,3,11,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0001,P004,0.22,0,Task 1,Implement feature 1,4,"React, Agile",Medium,1,6,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0123,P004,0.22,0,Task 123,Implement feature 123,7,Agile,Medium,2,9,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0049,P004,0.52,0,Task 49,Implement feature 49,13,"Django, Python",Critical,1,11,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0050,P004,0.22,0,Task 50,Implement feature 50,3,Git,Critical,5,14,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0103,P004,0.42,0,Task 103,Implement feature 103,8,"SQL, Agile, React",Low,3,12,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0014,P004,0.22,0,Task 14,Implement feature 14,10,"Kubernetes, React, Agile",Critical,5,20,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0052,P004,0.22,0,Task 52,Implement feature 52,11,"Selenium, Django",High,5,19,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0053,P004,0.22,0,Task 53,Implement feature 53,2,"Django, Selenium, Git",High,2,12,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0126,P004,0.22,0,Task 126,Implement feature 126,11,"React, Git, Selenium",Medium,1,18,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0081,P004,0.22,0,Task 81,Implement feature 81,5,"Git, Selenium",High,2,7,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0135,P004,0.22,0,Task 135,Implement feature 135,2,Git,Medium,2,16,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0033,P004,0.22,0,Task 33,Implement feature 33,7,Node.js,Low,4,11,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0062,P004,0.52,0,Task 62,Implement feature 62,4,"SQL, Kubernetes",Critical,3,14,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0134,P004,0.42,0,Task 134,Implement feature 134,5,"Agile, Selenium, Python",Critical,3,14,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0132,P004,0.22,0,Task 132,Implement feature 132,1,"React, Selenium, Git",High,2,6,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0099,P004,0.22,0,Task 99,Implement feature 99,4,"Selenium, React, Node.js",Low,3,5,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0088,P004,0.22,0,Task 88,Implement feature 88,10,"Git, Node.js",Low,2,8,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0030,P004,0.22,0,Task 30,Implement feature 30,13,"Django, Node.js, Kubernetes",Critical,5,8,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0149,P004,0.42,0,Task 149,Implement feature 149,11,"Selenium, Python, Node.js",Low,2,4,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0069,P004,0.22,0,Task 69,Implement feature 69,11,Selenium,Low,5,5,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0013,P004,0.22,0,Task 13,Implement feature 13,5,Django,Medium,1,5,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0131,P004,0.22,0,Task 131,Implement feature 131,10,Django,High,2,7,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0118,P004,0.52,0,Task 118,Implement feature 118,8,"Python, Node.js",High,3,16,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0090,P004,0.42,0,Task 90,Implement feature 90,5,"SQL, Git, Agile",Critical,3,5,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0137,P004,0.22,0,Task 137,Implement feature 137,10,"Kubernetes, Selenium",Critical,3,7,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0056,P004,0.42,0,Task 56,Implement feature 56,4,"Git, SQL, React",Critical,4,4,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0066,P004,0.22,0,Task 66,Implement feature 66,8,"Node.js, Django",High,3,9,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0021,P004,0.22,0,Task 21,Implement feature 21,9,Git,High,5,20,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0024,P004,0.22,0,Task 24,Implement feature 24,11,"Django, Kubernetes, CI/CD",High,5,19,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0147,P004,0.22,0,Task 147,Implement feature 147,4,Agile,Medium,2,14,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0127,P004,0.22,0,Task 127,Implement feature 127,11,"CI/CD, Selenium",Critical,3,18,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0106,P004,0.22,0,Task 106,Implement feature 106,5,"Git, React, Django",Medium,3,18,Person_4,QA,"Python, SQL",30,UTC-5,0.22,0.88
T0079,P013,0.24,0,Task 79,Implement feature 79,12,SQL,Medium,3,15,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0115,P013,0.24,0,Task 115,Implement feature 115,1,SQL,High,4,16,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0073,P013,0.24,0,Task 73,Implement feature 73,6,"SQL, Selenium",Medium,1,12,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0110,P013,0.54,0,Task 110,Implement feature 110,4,"Git, CI/CD",Critical,5,8,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0032,P013,0.24,0,Task 32,Implement feature 32,13,Kubernetes,Critical,2,12,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0003,P013,0.24,0,Task 3,Implement feature 3,11,Selenium,Critical,2,8,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0018,P013,0.54,0,Task 18,Implement feature 18,11,"SQL, Python",High,4,14,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0143,P013,0.24,0,Task 143,Implement feature 143,4,"React, Kubernetes",Critical,4,11,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0070,P013,0.24,0,Task 70,Implement feature 70,11,"Agile, SQL",High,1,20,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0004,P013,0.44,0,Task 4,Implement feature 4,13,"CI/CD, Git, Django",Critical,4,10,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0105,P013,0.24,0,Task 105,Implement feature 105,9,"React, Django",High,5,19,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0015,P013,0.24,0,Task 15,Implement feature 15,9,React,Low,2,6,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0091,P013,0.24,0,Task 91,Implement feature 91,5,"Node.js, Django, Agile",Low,2,11,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0145,P013,0.24,0,Task 145,Implement feature 145,8,"Django, Node.js",Low,2,4,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0037,P013,0.54,0,Task 37,Implement feature 37,1,"Python, Selenium",Low,5,17,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0019,P013,0.24,0,Task 19,Implement feature 19,8,React,Low,1,10,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0022,P013,0.24,0,Task 22,Implement feature 22,5,Agile,Low,2,12,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0122,P013,0.24,0,Task 122,Implement feature 122,6,"React, Selenium",High,4,8,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0006,P013,0.24,0,Task 6,Implement feature 6,11,"Git, React",Low,1,16,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0063,P013,0.24,0,Task 63,Implement feature 63,5,"Selenium, SQL",Low,4,4,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0141,P013,0.24,0,Task 141,Implement feature 141,3,Agile,Critical,4,15,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0040,P013,0.24,0,Task 40,Implement feature 40,10,Kubernetes,High,1,13,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0097,P013,0.24,0,Task 97,Implement feature 97,12,"Node.js, Git",High,4,12,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0012,P013,0.24,0,Task 12,Implement feature 12,5,"Selenium, Git",Critical,5,19,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0142,P013,0.44,0,Task 142,Implement feature 142,7,"Agile, SQL, Python",Low,4,17,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0044,P013,0.44,0,Task 44,Implement feature 44,8,"CI/CD, Kubernetes, Git",Critical,2,20,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0098,P013,0.44,0,Task 98,Implement feature 98,2,"Agile, Git, CI/CD",Low,4,14,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0101,P013,0.24,0,Task 101,Implement feature 101,8,"SQL, Git, Node.js",High,4,14,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0100,P013,0.24,0,Task 100,Implement feature 100,9,Git,Critical,3,9,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0057,P013,0.24,0,Task 57,Implement feature 57,6,"SQL, Git, React",High,4,17,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0035,P013,0.24,0,Task 35,Implement feature 35,7,Django,High,3,6,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0080,P013,0.54,0,Task 80,Implement feature 80,6,"Agile, CI/CD",Critical,5,14,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0020,P013,0.44,0,Task 20,Implement feature 20,2,"Selenium, Python, Kubernetes",Medium,3,13,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0042,P013,0.24,0,Task 42,Implement feature 42,11,SQL,Critical,2,13,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0010,P013,0.24,0,Task 10,Implement feature 10,3,Django,Critical,4,19,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0011,P013,0.24,0,Task 11,Implement feature 11,1,SQL,Medium,4,4,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0001,P013,0.24,0,Task 1,Implement feature 1,4,"React, Agile",Medium,1,6,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0123,P013,0.24,0,Task 123,Implement feature 123,7,Agile,Medium,2,9,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0104,P013,0.24,0,Task 104,Implement feature 104,9,"Node.js, SQL",Low,5,18,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0103,P013,0.24,0,Task 103,Implement feature 103,8,"SQL, Agile, React",Low,3,12,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0082,P013,0.24,0,Task 82,Implement feature 82,12,"Django, Kubernetes, Node.js",Medium,2,10,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0053,P013,0.24,0,Task 53,Implement feature 53,2,"Django, Selenium, Git",High,2,12,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0064,P013,0.24,0,Task 64,Implement feature 64,4,"Agile, React, Kubernetes",Low,1,4,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0077,P013,0.24,0,Task 77,Implement feature 77,12,Django,Critical,4,11,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0114,P013,0.24,0,Task 114,Implement feature 114,6,"Agile, SQL, Git",Medium,2,16,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0062,P013,0.24,0,Task 62,Implement feature 62,4,"SQL, Kubernetes",Critical,3,14,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0134,P013,0.44,0,Task 134,Implement feature 134,5,"Agile, Selenium, Python",Critical,3,14,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0045,P013,0.54,0,Task 45,Implement feature 45,5,"Python, Node.js",High,1,11,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0078,P013,0.44,0,Task 78,Implement feature 78,13,"Git, CI/CD, Agile",Low,1,13,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0048,P013,0.44,0,Task 48,Implement feature 48,4,"SQL, Git, CI/CD",Medium,1,7,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
T0092,P013,0.24,0,Task 92,Implement feature 92,2,Agile,Medium,1,17,Person_13,DevOps,"Python, CI/CD",40,UTC-8,0.38,0.8
